Scan Time,Symbol,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-08-17 14:54:00,NSE:SCHNEIDER,1210.0,51.3,61.78,-10.48,2026-08-17 14:00,15.87,42.18,-26.31,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 51.30 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 1213.0 <= Previous High 1217.1)
2026-08-17 14:54:00,NSE:EMCURE,1882.1,61.42,66.26,-4.84,2026-08-17 14:00,20.08,28.2,-8.12,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 61.42 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 1881.5 <= Previous High 1892.5)
2026-08-17 14:54:01,NSE:J&KBANK,148.38,51.69,55.42,-3.74,2026-08-17 14:00,20.41,39.74,-19.33,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 51.69 > 50 + Hourly RSI touched 30 + 15m Close > Previous 15m High
2026-08-17 14:54:02,NSE:CGCL,227.04,59.42,59.2,0.22,2026-08-17 14:00,34.18,33.9,0.28,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 59.42 > 50, but Hourly RSI has not touched 30 (current 34.18)"
2026-08-17 14:54:03,NSE:LALPATHLAB,1875.7,68.3,72.68,-4.38,2026-08-17 14:00,20.46,29.71,-9.24,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 68.30 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 1886.5 <= Previous High 1889.7)
2026-08-17 14:54:04,NSE:OLECTRA,1318.1,51.71,51.64,0.08,2026-08-17 14:00,27.07,24.79,2.28,YES,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 51.71 > 50 + Hourly RSI touched 30 + 15m Close > Previous 15m High
2026-08-17 14:54:04,NSE:HONAUT,36460.0,53.63,56.32,-2.69,2026-08-17 14:00,27.87,42.78,-14.91,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 53.63 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 36430.0 <= Previous High 36465.0)
2026-08-17 14:54:05,NSE:LAURUSLABS,1804.9,80.13,79.62,0.51,2026-08-17 14:00,39.18,27.84,11.34,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 80.13 > 50, but Hourly RSI has not touched 30 (current 39.18)"
2026-08-17 14:54:06,NSE:AEGISVOPAK,266.85,57.43,58.16,-0.74,2026-08-17 14:00,32.81,37.35,-4.54,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 57.43 > 50, but Hourly RSI has not touched 30 (current 32.81)"
2026-08-17 14:54:07,NSE:EXIDEIND,476.0,72.68,72.73,-0.04,2026-08-17 14:00,38.36,37.89,0.47,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.68 > 50, but Hourly RSI has not touched 30 (current 38.36)"
2026-08-17 14:54:08,NSE:REDINGTON,331.1,64.11,64.98,-0.87,2026-08-17 14:00,27.54,31.43,-3.9,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 64.11 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 331.8 <= Previous High 332.95)
2026-08-17 14:54:09,NSE:JSWINFRA,334.4,62.59,64.84,-2.25,2026-08-17 14:00,37.45,47.04,-9.59,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.59 > 50, but Hourly RSI has not touched 30 (current 37.45)"
2026-08-17 14:54:10,NSE:CAPLIPOINT,2516.9,66.69,65.36,1.33,2026-08-17 14:00,50.48,43.22,7.26,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 66.69 > 50, but Hourly RSI has not touched 30 (current 50.48)"
2026-08-17 14:54:10,NSE:LTM,4700.0,57.05,57.49,-0.44,2026-08-17 14:00,44.32,46.99,-2.67,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 57.05 > 50, but Hourly RSI has not touched 30 (current 44.32)"
2026-08-17 14:54:11,NSE:ACMESOLAR,364.7,62.23,65.76,-3.53,2026-08-17 14:00,35.45,49.08,-13.62,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.23 > 50, but Hourly RSI has not touched 30 (current 35.45)"
2026-08-17 14:58:34,NSE:ABB,7670.0,63.64,63.4,0.24,2026-08-17 14:00,48.76,45.35,3.42,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 63.64 > 50, but Hourly RSI has not touched 30 (current 48.76)"
2026-08-17 14:58:34,NSE:ABBOTINDIA,26775.0,46.95,49.0,-2.05,2026-08-17 14:00,23.47,28.62,-5.15,NO,,,,,,,15m logic removed,IGNORE,❌ IGNORE,Weekly RSI 46.95 <= 50
2026-08-17 14:58:35,NSE:ACMESOLAR,364.95,62.32,65.76,-3.44,2026-08-17 14:00,35.78,49.08,-13.3,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.32 > 50, but Hourly RSI has not touched 30 (current 35.78)"
2026-08-17 14:58:36,NSE:AEGISLOG,1285.1,67.48,66.7,0.78,2026-08-17 14:00,52.62,40.29,12.33,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 67.48 > 50, but Hourly RSI has not touched 30 (current 52.62)"
2026-08-17 14:58:37,NSE:AEGISVOPAK,267.5,57.64,58.16,-0.53,2026-08-17 14:00,33.8,37.35,-3.55,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 57.64 > 50, but Hourly RSI has not touched 30 (current 33.80)"
2026-08-17 14:58:38,NSE:AFFLE,1695.0,62.2,60.66,1.53,2026-08-17 14:00,62.12,53.31,8.81,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.20 > 50, but Hourly RSI has not touched 30 (current 62.12)"
2026-08-17 14:58:38,NSE:AKUMS,746.8,72.49,70.82,1.67,2026-08-17 14:00,56.9,37.07,19.83,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.49 > 50, but Hourly RSI has not touched 30 (current 56.90)"
2026-08-17 14:58:40,NSE:ALIVUS,1388.9,78.5,78.41,0.09,2026-08-17 14:00,59.44,63.23,-3.79,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 78.50 > 50, but Hourly RSI has not touched 30 (current 59.44)"
2026-08-17 14:58:40,NSE:ANANDRATHI,2177.1,75.03,74.94,0.09,2026-08-17 14:00,53.76,50.58,3.18,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 75.03 > 50, but Hourly RSI has not touched 30 (current 53.76)"
2026-08-17 14:58:41,NSE:ANANTRAJ,625.05,60.66,61.58,-0.91,2026-08-17 14:00,57.53,65.18,-7.65,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 60.66 > 50, but Hourly RSI has not touched 30 (current 57.53)"
2026-08-17 14:58:42,NSE:APARINDS,16505.0,69.95,71.5,-1.55,2026-08-17 14:00,39.07,43.5,-4.43,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 69.95 > 50, but Hourly RSI has not touched 30 (current 39.07)"
2026-08-17 14:58:43,NSE:ARE&M,944.45,60.0,60.26,-0.26,2026-08-17 14:00,42.69,44.56,-1.87,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 60.00 > 50, but Hourly RSI has not touched 30 (current 42.69)"
2026-08-17 14:58:44,NSE:ASTERDM,819.6,60.12,60.6,-0.47,2026-08-17 14:00,35.2,38.99,-3.79,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 60.12 > 50, but Hourly RSI has not touched 30 (current 35.20)"
2026-08-17 14:58:44,NSE:ASTRAMICRO,1705.7,65.18,67.72,-2.54,2026-08-17 14:00,43.76,56.94,-13.18,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 65.18 > 50, but Hourly RSI has not touched 30 (current 43.76)"
2026-08-17 14:58:45,NSE:ATHERENERG,1490.7,78.66,80.74,-2.08,2026-08-17 14:00,38.95,49.75,-10.8,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 78.66 > 50, but Hourly RSI has not touched 30 (current 38.95)"
2026-08-17 14:58:46,NSE:AUROPHARMA,1627.4,67.43,67.08,0.35,2026-08-17 14:00,40.21,36.13,4.07,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 67.43 > 50, but Hourly RSI has not touched 30 (current 40.21)"
2026-08-17 14:58:47,NSE:BAJAJ-AUTO,11696.0,72.0,72.09,-0.09,2026-08-17 14:00,49.73,50.25,-0.52,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.00 > 50, but Hourly RSI has not touched 30 (current 49.73)"
2026-08-17 14:58:48,NSE:BALKRISIND,2394.2,54.62,53.61,1.02,2026-08-17 14:00,38.66,28.77,9.89,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 54.62 > 50, but Hourly RSI has not touched 30 (current 38.66)"
2026-08-17 14:58:48,NSE:BALRAMCHIN,655.6,73.92,70.01,3.91,2026-08-17 14:00,71.76,52.97,18.79,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 73.92 > 50, but Hourly RSI has not touched 30 (current 71.76)"
2026-08-17 14:58:49,NSE:BASF,4037.7,59.39,60.9,-1.51,2026-08-17 14:00,43.89,46.2,-2.3,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 59.39 > 50, but Hourly RSI has not touched 30 (current 43.89)"
2026-08-17 14:58:50,NSE:BLUEJET,594.4,59.24,58.18,1.06,2026-08-17 14:00,57.02,44.57,12.46,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 59.24 > 50, but Hourly RSI has not touched 30 (current 57.02)"
2026-08-17 14:58:51,NSE:BOSCHLTD,46930.0,72.25,72.96,-0.71,2026-08-17 14:00,64.57,68.93,-4.35,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.25 > 50, but Hourly RSI has not touched 30 (current 64.57)"
2026-08-17 14:58:52,NSE:CAPLIPOINT,2512.1,66.52,65.36,1.16,2026-08-17 14:00,49.37,43.22,6.15,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 66.52 > 50, but Hourly RSI has not touched 30 (current 49.37)"
2026-08-17 14:58:52,NSE:CARBORUNIV,1120.0,59.35,63.07,-3.72,2026-08-17 14:00,39.91,53.49,-13.58,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 59.35 > 50, but Hourly RSI has not touched 30 (current 39.91)"
2026-08-17 14:58:53,NSE:CGCL,227.0,59.41,59.2,0.2,2026-08-17 14:00,33.9,33.9,0.0,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 59.41 > 50, but Hourly RSI has not touched 30 (current 33.90)"
2026-08-17 14:58:54,NSE:CHENNPETRO,1382.4,72.78,69.87,2.91,2026-08-17 14:00,62.83,43.2,19.63,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.78 > 50, but Hourly RSI has not touched 30 (current 62.83)"
2026-08-17 14:58:55,NSE:COFORGE,1806.9,67.3,67.69,-0.39,2026-08-17 14:00,47.72,51.16,-3.44,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 67.30 > 50, but Hourly RSI has not touched 30 (current 47.72)"
2026-08-17 14:58:56,NSE:COHANCE,443.9,49.21,48.61,0.61,2026-08-17 14:00,48.11,44.28,3.84,YES,,,,,,,15m logic removed,IGNORE,❌ IGNORE,Weekly RSI 49.21 <= 50
2026-08-17 14:58:56,NSE:CONCOR,522.1,55.77,56.92,-1.15,2026-08-17 14:00,47.19,54.08,-6.89,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 55.77 > 50, but Hourly RSI has not touched 30 (current 47.19)"
2026-08-17 14:58:57,NSE:CYIENTDLM,732.8,85.96,84.24,1.72,2026-08-17 14:00,64.47,47.59,16.89,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 85.96 > 50, but Hourly RSI has not touched 30 (current 64.47)"
2026-08-17 14:58:58,NSE:DATAPATTNS,4530.8,61.48,60.33,1.15,2026-08-17 14:00,57.43,47.42,10.0,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 61.48 > 50, but Hourly RSI has not touched 30 (current 57.43)"
2026-08-17 14:58:59,NSE:DEEPAKFERT,1499.0,57.18,57.01,0.17,2026-08-17 14:00,55.87,51.53,4.34,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 57.18 > 50, but Hourly RSI has not touched 30 (current 55.87)"
2026-08-17 14:59:00,NSE:DEVYANI,143.63,65.46,65.58,-0.12,2026-08-17 14:00,62.13,63.75,-1.62,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 65.46 > 50, but Hourly RSI has not touched 30 (current 62.13)"
2026-08-17 14:59:01,NSE:DIVISLAB,8528.0,83.78,83.43,0.36,2026-08-17 14:00,56.68,50.63,6.05,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 83.78 > 50, but Hourly RSI has not touched 30 (current 56.68)"
2026-08-17 14:59:02,NSE:ECLERX,1831.6,54.46,57.07,-2.61,2026-08-17 14:00,42.6,65.25,-22.66,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 54.46 > 50, but Hourly RSI has not touched 30 (current 42.60)"
2026-08-17 14:59:02,NSE:EMCURE,1883.7,61.57,66.26,-4.69,2026-08-17 14:00,20.28,28.2,-7.92,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 61.57 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 1881.5 <= Previous High 1892.5)
2026-08-17 14:59:03,NSE:ENRIN,3598.2,56.93,55.76,1.17,2026-08-17 14:00,61.04,47.59,13.46,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 56.93 > 50, but Hourly RSI has not touched 30 (current 61.04)"
2026-08-17 14:59:04,NSE:ETERNAL,320.25,66.4,65.97,0.43,2026-08-17 14:00,58.84,54.74,4.1,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 66.40 > 50, but Hourly RSI has not touched 30 (current 58.84)"
2026-08-17 14:59:05,NSE:EXIDEIND,475.4,72.44,72.73,-0.29,2026-08-17 14:00,37.32,37.89,-0.57,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.44 > 50, but Hourly RSI has not touched 30 (current 37.32)"
2026-08-17 14:59:06,NSE:FEDERALBNK,355.75,74.11,72.83,1.27,2026-08-17 14:00,56.04,40.82,15.23,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 74.11 > 50, but Hourly RSI has not touched 30 (current 56.04)"
2026-08-17 14:59:07,NSE:FINCABLES,1311.6,68.58,65.92,2.66,2026-08-17 14:00,74.82,62.89,11.93,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 68.58 > 50, but Hourly RSI has not touched 30 (current 74.82)"
2026-08-17 14:59:08,NSE:FLUOROCHEM,4707.7,71.22,72.33,-1.11,2026-08-17 14:00,51.75,54.33,-2.59,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 71.22 > 50, but Hourly RSI has not touched 30 (current 51.75)"
2026-08-17 14:59:09,NSE:GLAND,2911.2,76.13,79.58,-3.45,2026-08-17 14:00,51.67,65.46,-13.79,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 76.13 > 50, but Hourly RSI has not touched 30 (current 51.67)"
2026-08-17 14:59:09,NSE:GRANULES,861.85,66.78,66.44,0.34,2026-08-17 14:00,55.42,43.58,11.84,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 66.78 > 50, but Hourly RSI has not touched 30 (current 55.42)"
2026-08-17 14:59:10,NSE:GRAPHITE,729.75,59.66,58.71,0.95,2026-08-17 14:00,51.54,42.82,8.71,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 59.66 > 50, but Hourly RSI has not touched 30 (current 51.54)"
2026-08-17 14:59:11,NSE:GVT&D,4308.6,50.93,51.65,-0.72,2026-08-17 14:00,44.67,50.84,-6.17,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 50.93 > 50, but Hourly RSI has not touched 30 (current 44.67)"
2026-08-17 14:59:12,NSE:HEG,699.1,67.45,67.84,-0.39,2026-08-17 14:00,58.42,58.54,-0.12,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 67.45 > 50, but Hourly RSI has not touched 30 (current 58.42)"
2026-08-17 14:59:13,NSE:HEROMOTOCO,5763.0,62.98,63.8,-0.82,2026-08-17 14:00,41.81,45.35,-3.54,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.98 > 50, but Hourly RSI has not touched 30 (current 41.81)"
2026-08-17 14:59:14,NSE:HFCL,219.54,74.26,76.42,-2.16,2026-08-17 14:00,45.76,52.38,-6.62,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 74.26 > 50, but Hourly RSI has not touched 30 (current 45.76)"
2026-08-17 14:59:15,NSE:HONASA,482.6,71.51,79.49,-7.98,2026-08-17 14:00,49.96,70.24,-20.28,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 71.51 > 50, but Hourly RSI has not touched 30 (current 49.96)"
2026-08-17 14:59:15,NSE:HONAUT,36455.0,53.62,56.32,-2.71,2026-08-17 14:00,27.8,42.78,-14.98,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 53.62 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 36430.0 <= Previous High 36465.0)
2026-08-17 14:59:16,NSE:HSCL,786.45,72.82,72.38,0.44,2026-08-17 14:00,65.31,59.78,5.53,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.82 > 50, but Hourly RSI has not touched 30 (current 65.31)"
2026-08-17 14:59:18,NSE:IFCI,79.01,60.41,58.71,1.7,2026-08-17 14:00,70.25,57.27,12.98,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 60.41 > 50, but Hourly RSI has not touched 30 (current 70.25)"
2026-08-17 14:59:18,NSE:IIFL,629.8,70.68,71.07,-0.39,2026-08-17 14:00,53.77,57.3,-3.52,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 70.68 > 50, but Hourly RSI has not touched 30 (current 53.77)"
2026-08-17 14:59:19,NSE:INOXINDIA,1950.0,73.1,72.82,0.28,2026-08-17 14:00,55.78,52.71,3.07,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 73.10 > 50, but Hourly RSI has not touched 30 (current 55.78)"
2026-08-17 14:59:20,NSE:IPCALAB,1878.4,65.41,57.98,7.44,2026-08-17 14:00,73.18,42.38,30.79,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 65.41 > 50, but Hourly RSI has not touched 30 (current 73.18)"
2026-08-17 14:59:21,NSE:J&KBANK,148.42,51.7,55.42,-3.72,2026-08-17 14:00,20.47,39.74,-19.27,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 51.70 > 50 + Hourly RSI touched 30 + 15m Close > Previous 15m High
2026-08-17 14:59:22,NSE:JINDALSAW,272.2,62.72,61.29,1.43,2026-08-17 14:00,60.28,45.67,14.61,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.72 > 50, but Hourly RSI has not touched 30 (current 60.28)"
2026-08-17 14:59:22,NSE:JSWINFRA,334.3,62.54,64.84,-2.29,2026-08-17 14:00,37.3,47.04,-9.74,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.54 > 50, but Hourly RSI has not touched 30 (current 37.30)"
2026-08-17 14:59:23,NSE:JUBLFOOD,510.6,60.57,59.24,1.33,2026-08-17 14:00,68.04,63.35,4.7,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 60.57 > 50, but Hourly RSI has not touched 30 (current 68.04)"
2026-08-17 14:59:24,NSE:KAJARIACER,1251.2,63.38,63.7,-0.32,2026-08-17 14:00,55.82,62.25,-6.43,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 63.38 > 50, but Hourly RSI has not touched 30 (current 55.82)"
2026-08-17 14:59:25,NSE:KALYANKJIL,609.55,71.94,71.82,0.11,2026-08-17 14:00,53.8,52.37,1.43,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 71.94 > 50, but Hourly RSI has not touched 30 (current 53.80)"
2026-08-17 14:59:25,NSE:KAYNES,3659.3,48.45,48.47,-0.02,2026-08-17 14:00,33.86,34.0,-0.14,NO,,,,,,,15m logic removed,IGNORE,❌ IGNORE,Weekly RSI 48.45 <= 50
2026-08-17 14:59:26,NSE:KIRLOSENG,2105.9,59.16,58.99,0.17,2026-08-17 14:00,53.55,51.61,1.95,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 59.16 > 50, but Hourly RSI has not touched 30 (current 53.55)"
2026-08-17 14:59:27,NSE:KPIL,1399.7,64.54,60.2,4.34,2026-08-17 14:00,63.3,45.74,17.57,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 64.54 > 50, but Hourly RSI has not touched 30 (current 63.30)"
2026-08-17 14:59:28,NSE:LALPATHLAB,1875.0,68.23,72.68,-4.46,2026-08-17 14:00,20.33,29.71,-9.37,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Weekly RSI 68.23 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 1886.5 <= Previous High 1889.7)
2026-08-17 14:59:28,NSE:LAURUSLABS,1804.2,80.11,79.62,0.49,2026-08-17 14:00,38.8,27.84,10.96,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 80.11 > 50, but Hourly RSI has not touched 30 (current 38.80)"
2026-08-17 14:59:29,NSE:LLOYDSME,1945.0,64.49,63.36,1.13,2026-08-17 14:00,51.33,40.36,10.97,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 64.49 > 50, but Hourly RSI has not touched 30 (current 51.33)"
2026-08-17 14:59:30,NSE:LODHA,1251.0,64.15,63.8,0.35,2026-08-17 14:00,62.7,59.28,3.42,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 64.15 > 50, but Hourly RSI has not touched 30 (current 62.70)"
2026-08-17 14:59:31,NSE:LTM,4700.8,57.07,57.49,-0.42,2026-08-17 14:00,44.46,46.99,-2.53,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 57.07 > 50, but Hourly RSI has not touched 30 (current 44.46)"
2026-08-17 14:59:32,NSE:LTTS,3531.1,50.08,48.22,1.85,2026-08-17 14:00,44.84,31.86,12.98,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 50.08 > 50, but Hourly RSI has not touched 30 (current 44.84)"
2026-08-17 14:59:32,NSE:M&MFIN,388.95,62.08,62.42,-0.33,2026-08-17 14:00,33.24,34.16,-0.92,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 62.08 > 50, but Hourly RSI has not touched 30 (current 33.24)"
2026-08-17 14:59:33,NSE:MANYAVAR,538.0,66.65,65.4,1.25,2026-08-17 14:00,71.65,63.87,7.79,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 66.65 > 50, but Hourly RSI has not touched 30 (current 71.65)"
2026-08-17 14:59:34,NSE:MINDACORP,726.1,70.91,70.15,0.75,2026-08-17 14:00,48.14,44.12,4.02,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 70.91 > 50, but Hourly RSI has not touched 30 (current 48.14)"
2026-08-17 14:59:35,NSE:MMTC,63.79,49.05,49.89,-0.85,2026-08-17 14:00,42.33,50.32,-7.99,NO,,,,,,,15m logic removed,IGNORE,❌ IGNORE,Weekly RSI 49.05 <= 50
2026-08-17 14:59:36,NSE:MRPL,177.06,56.65,53.37,3.27,2026-08-17 14:00,63.64,42.0,21.63,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 56.65 > 50, but Hourly RSI has not touched 30 (current 63.64)"
2026-08-17 14:59:36,NSE:NAUKRI,1358.7,71.09,70.25,0.84,2026-08-17 14:00,61.74,54.38,7.37,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 71.09 > 50, but Hourly RSI has not touched 30 (current 61.74)"
2026-08-17 14:59:37,NSE:NAVINFLUOR,8155.0,72.83,75.35,-2.52,2026-08-17 14:00,35.75,45.31,-9.56,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.83 > 50, but Hourly RSI has not touched 30 (current 35.75)"
2026-08-17 14:59:38,NSE:NAZARA,350.6,69.99,72.74,-2.75,2026-08-17 14:00,40.89,53.02,-12.13,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 69.99 > 50, but Hourly RSI has not touched 30 (current 40.89)"
2026-08-17 14:59:39,NSE:NETWEB,5214.0,66.16,63.88,2.28,2026-08-17 14:00,67.56,51.26,16.31,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 66.16 > 50, but Hourly RSI has not touched 30 (current 67.56)"
2026-08-17 14:59:40,NSE:NEULANDLAB,23633.0,78.12,77.48,0.64,2026-08-17 14:00,73.93,67.62,6.31,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 78.12 > 50, but Hourly RSI has not touched 30 (current 73.93)"
2026-08-17 14:59:41,NSE:NUVAMA,1726.3,55.29,53.12,2.17,2026-08-17 14:00,62.71,38.18,24.53,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 55.29 > 50, but Hourly RSI has not touched 30 (current 62.71)"
2026-08-17 14:59:41,NSE:OFSS,11809.0,67.77,68.0,-0.23,2026-08-17 14:00,60.8,62.44,-1.64,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 67.77 > 50, but Hourly RSI has not touched 30 (current 60.80)"
2026-08-17 14:59:42,NSE:OLECTRA,1318.7,51.75,51.64,0.11,2026-08-17 14:00,27.49,24.79,2.71,YES,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 51.75 > 50 + Hourly RSI touched 30 + 15m Close > Previous 15m High
2026-08-17 14:59:43,NSE:PARAS,1383.4,70.14,69.95,0.19,2026-08-17 14:00,70.94,67.93,3.02,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 70.14 > 50, but Hourly RSI has not touched 30 (current 70.94)"
2026-08-17 14:59:44,NSE:PAYTM,1588.0,72.14,73.5,-1.36,2026-08-17 14:00,45.22,51.7,-6.48,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,"Weekly RSI 72.14 > 50, but Hourly RSI has not touched 30 (current 45.22)"
